Date,AAPL,AMZN,JNJ,JPM,KO,MSFT,NEE,NVDA,PG,XOM
2004-09-06 00:00:00+00:00,0.01816685969600207,-0.004388218799076915,-0.004840302203801716,-0.001254857837794221,-0.05561679815333709,0.014017236629308982,-0.0020279661960700412,0.0975068904102736,-0.006542860894714009,0.006587136925388926
2004-09-13 00:00:00+00:00,0.035404988850232355,0.11381899882620417,0.016501750710947283,-0.0037686407769483843,-0.06191810723477331,0.0007268837672151918,-0.013642977228002784,0.044068365214947613,0.0014240505765379385,0.021110211035040072
2004-09-20 00:00:00+00:00,0.004039321525949324,-0.04702051698427134,-0.033663690136824354,0.002521709710536335,-0.0018833498550917538,-0.007996914988256165,-0.001912928146441284,-0.04357241757793284,-0.0387487432311181,-0.011164238509328905
2004-09-27 00:00:00+00:00,0.03700727184268948,-0.01148019856180127,0.007957763617333358,0.014842886205783223,0.008001849392295757,0.03517795443755167,0.011057535616679548,0.0761598575471849,0.010724936866143953,0.02216209277260739
2004-10-04 00:00:00+00:00,0.010084965728942574,-0.011613524124755803,-0.02947371051927017,-0.0171043746058267,-0.0076909017017119385,-0.009203607896542954,-0.0005836379633860078,-0.04034139645046109,-0.022137002286534924,0.019431740453922153
2004-10-11 00:00:00+00:00,0.16487461217914334,-0.03624999523162842,0.02277610772342542,-0.014645838559525726,-0.019999591839724884,0.0,0.0035015421275899072,-0.07512589027483396,0.004490418034470478,-0.016453155918834006
2004-10-18 00:00:00+00:00,0.04197801598303741,-0.1024643265816243,0.012549042336805982,-0.03278301327550903,-0.007652734990411414,-0.008931714593637174,-0.0010180687512471032,-0.010426422475465769,-0.011920317558666516,-0.006527922716702328
2004-10-25 00:00:00+00:00,0.10525181076080226,-0.01358379503389262,0.019026028728652333,0.030157771860702898,0.04524403012346667,0.008291214713486816,0.002765596864524822,0.08960226126173287,-0.03067775083781188,0.010678041446233522
2004-11-01 00:00:00+00:00,0.04427522247627391,0.07119829607213601,0.013703390487003864,0.019429458106985598,0.018199818605832085,0.04790873917933158,0.022931769892610587,0.2190768818674118,0.045721111160559325,0.02377044393882466
2004-11-08 00:00:00+00:00,0.014253790439498815,0.10667399225596097,0.030753242907288314,-0.004574232353324992,-0.014734392228124005,0.022517609304734787,0.029512015028233085,0.02607533786606675,0.020179525760269046,0.0005955348886450551
2004-11-15 00:00:00+00:00,-0.005945188804736379,-0.04720711432553881,-0.0028508903593108537,-0.04467687351602179,-0.025987240075856843,-0.10377009155770511,-0.010336434735964684,0.04751653697724012,-0.005128115004531253,0.004612996431262006
2004-11-22 00:00:00+00:00,0.17001977151530534,0.014007756303682006,-0.001486913525908462,0.007215188491131785,0.0032722818227803874,0.10375164755615351,0.01253321299024468,0.047468033246842456,-0.012518834454777084,0.025208446989698707
2004-11-29 00:00:00+00:00,-0.02896977837606407,0.025581966406217793,0.024151994367890728,0.009817496393572656,0.02132399249568273,0.02368417931841682,-0.014229557548142813,0.04380666788005794,0.032625675335150595,-0.026718005007060452
2004-12-06 00:00:00+00:00,0.039406784470657596,-0.02594159583095157,-0.02681292981436656,-0.01129824370935506,0.0018623598420615117,-0.0055087430203868415,0.021123368390044694,0.12445682152596427,0.01895599967415107,-0.0023873275818968587
2004-12-13 00:00:00+00:00,-0.002456001046418299,0.024583855783439468,0.05526963322829648,0.02365106964472874,0.01036314412655659,-0.004431304598682684,0.030065657063616857,-0.01072295242270127,-0.01771829285051385,-0.006978804068806355
2004-12-20 00:00:00+00:00,-0.015079115531117404,-0.026993262187146372,0.00031474334846959273,0.01661459585987446,0.013675095735490306,0.0018546036710529457,0.014861396840669228,0.000431784952662273,0.002706193083974906,0.04357386565619992
2004-12-27 00:00:00+00:00,0.006092078451703786,0.13768302821613232,-0.002830011094577367,-0.0038296735252572045,0.003132027707960061,-0.010736646625183588,-0.013852381663030156,0.02123791299979705,-0.009173786985496424,-0.013661478044050601
2005-01-03 00:00:00+00:00,0.07531069381323952,-0.044479573518731,-0.012772194415264115,-0.015637280588220448,-0.01152716950831012,-0.0018712615575655622,-0.02220733033644362,-0.06494052452748278,0.015250146209423443,-0.028677283077241822
2005-01-10 00:00:00+00:00,0.013718353774716308,0.0526937751002885,0.0014373264766112115,-0.006738710147012661,-0.004616832234544788,-0.02062226146105739,0.00205201616684092,-0.0236024989840089,-0.0007159394677870301,0.025708256351955283
2005-01-17 00:00:00+00:00,0.004130846124714926,-0.07609422088339146,-0.013556120084249113,-0.025390031569015092,-0.0014644287737788364,-0.017993784687041603,0.018705597774828497,-0.0032525365688295116,-0.004115768916589491,-0.01233675554517255
2005-01-24 00:00:00+00:00,0.04951078541913345,0.025753144333133582,0.04478528363659717,0.004070277092617092,0.014177753271282345,0.020662829193966115,0.01273284776655026,0.0671639293695876,-0.0225894477252655,0.01645544925762965
2005-01-31 00:00:00+00:00,0.06569349071441577,-0.1539554894775076,0.025069724086579814,0.01864865338296484,0.02361996693923185,0.005347456869711831,0.054790824317925146,0.12718511297518953,-0.028255259042403225,0.07840890799156663
2005-02-07 00:00:00+00:00,0.030061206918247763,0.0016797429778319106,0.0054347447447054,-0.005571509406237296,0.006828611061636458,-0.013297898949474751,-0.011919585726127058,0.013959155051173067,-0.008931820501747123,0.014830549024986928
2005-02-14 00:00:00+00:00,0.06895709209730416,-0.013135877264410012,-0.013315030568322395,-0.02588083892072557,0.004677083047045505,-0.01886770929582604,-0.0019047941922301082,0.08106741697016395,0.02588680896580664,0.0639986321196997
2005-02-21 00:00:00+00:00,0.025111770568188696,-0.009062539605607989,0.012073659859378694,0.012599795460690011,0.0013967543235109403,-0.005969874814995668,0.013994827631185647,0.020162902408556338,0.012897199345072385,0.06480400240699824
2005-02-28 00:00:00+00:00,-0.03786869668239501,0.02457844066484638,0.022954259024680068,0.014606275617980558,0.014411653549144532,-0.003168239884299817,0.01555849418654387,-0.04403481130535902,-0.00627429342146768,0.0049000799628498015
2005-03-07 00:00:00+00:00,-0.059332324613706744,-0.030683439984358185,-0.0020669519404427072,-0.03732350031477649,-0.026581344030120246,-0.003178200886024163,-0.005184356037334137,-0.08741231245625258,-0.024883784438909262,-0.039641230399829586
2005-03-14 00:00:00+00:00,0.06679917198896379,-0.01697842212315903,-0.0051778364170159685,-0.002769395731653912,-0.017624849689913402,-0.031087810139955097,0.011402144419072835,-0.039348298932695425,0.01694903198072728,0.026208284277563054
2005-03-21 00:00:00+00:00,-0.010707860398692093,-0.03747066355605788,0.012490496017289132,-0.029991617174398355,-0.0062707143286145905,-0.0012342262688165295,-0.021555780452850226,0.03971873451990815,-0.014981226346462373,-0.05826029505577013
2005-03-28 00:00:00+00:00,-0.03788260096111995,0.03436736995311107,-0.018210613453994773,-0.019467214065320038,0.004368947743412566,-0.006590073802699603,0.016206173153574532,-0.06367219233409749,0.00019034361515624099,0.026271087437974572
2005-04-04 00:00:00+00:00,0.06970007612281148,0.017347843240731686,0.02677604866224348,0.007299147139732343,0.01739977227782097,0.03399693162224948,0.004983652382938297,-0.0033962320119973466,0.03592436836197743,-0.008918141439009375
2005-04-11 00:00:00+00:00,-0.1918156769711249,-0.0456647371759058,0.01107214776886356,-0.006660686357850998,-0.01924001357364047,-0.019246484628173688,-0.009670133504426026,-0.08955217551912131,0.005504138125949964,-0.06365599983377723
2005-04-18 00:00:00+00:00,0.004243633989950757,0.0006056496104722697,-0.013112251644381123,0.027703841273023277,0.020344149580581616,0.02125912894309301,0.04081108176508952,0.04168219096420134,-0.01660527032775949,0.05748340487078529
